time,0
2010-10-06 11:00:04,0.0
2010-10-06 12:00:04,0.0
2010-10-06 13:00:04,1.0
2010-10-06 14:00:04,0.0
2010-10-06 15:00:04,0.0
2010-10-06 16:00:04,0.0
2010-10-06 17:00:04,1.0
2010-10-06 18:00:04,0.0
2010-10-06 19:00:04,1.0
2010-10-06 20:00:04,1.0
2010-10-06 21:00:04,0.0
2010-10-06 22:00:04,0.0
2010-10-06 23:00:04,1.0
2010-10-07 00:00:04,0.0
2010-10-07 01:00:04,1.0
2010-10-07 02:00:04,0.0
2010-10-07 03:00:04,1.0
2010-10-07 04:00:04,1.0
2010-10-07 05:00:04,1.0
2010-10-07 06:00:04,0.0
2010-10-07 07:00:04,1.0
2010-10-07 08:00:04,0.0
