time,0
2009-07-12 13:00:02,1
2009-07-12 14:00:02,0
2009-07-12 15:00:02,0
2009-07-12 16:00:02,0
2009-07-12 17:00:02,0
2009-07-12 18:00:02,0
2009-07-12 19:00:02,0
2009-07-12 20:00:02,0
2009-07-12 21:00:02,0
2009-07-12 22:00:02,0
2009-07-12 23:00:02,1
2009-07-13 00:00:02,1
2009-07-13 01:00:02,1
2009-07-13 02:00:02,1
2009-07-13 03:00:02,0
2009-07-13 04:00:02,1
2009-07-13 05:00:02,1
2009-07-13 06:00:02,1
2009-07-13 07:00:02,0
2009-07-13 08:00:02,0
2009-07-13 09:00:02,0
2009-07-13 10:00:02,0
2009-07-13 11:00:02,0
2009-07-13 12:00:02,1
2009-07-13 13:00:02,0
2009-07-13 14:00:02,0
2009-07-13 15:00:02,0
2009-07-13 16:00:02,0
2009-07-13 17:00:02,0
2009-07-13 18:00:02,0
2009-07-13 19:00:02,0
2009-07-13 20:00:02,0
2009-07-13 21:00:02,0
2009-07-13 22:00:02,0
2009-07-13 23:00:02,0
2009-07-14 00:00:02,1
2009-07-14 01:00:02,1
2009-07-14 02:00:02,1
2009-07-14 03:00:02,1
2009-07-14 04:00:02,1
2009-07-14 05:00:02,1
2009-07-14 06:00:02,0
2009-07-14 07:00:02,0
2009-07-14 08:00:02,0
2009-07-14 09:00:02,0
2009-07-14 10:00:02,0
